county_desc,race_code,DEM,GRE,LIB,NLB,REP,UNA
LINCOLN,M,15.0,0.0,1.0,0.0,15.0,23.0
LINCOLN,O,199.0,1.0,6.0,2.0,139.0,186.0
LINCOLN,U,270.0,1.0,8.0,2.0,561.0,981.0
LINCOLN,W,2247.0,4.0,140.0,15.0,9863.0,6325.0
MACON,A,7.0,0.0,0.0,0.0,13.0,17.0
MACON,B,25.0,0.0,0.0,0.0,13.0,27.0
MACON,I,4.0,0.0,0.0,0.0,9.0,7.0
MACON,M,4.0,0.0,0.0,0.0,5.0,8.0
MACON,O,51.0,0.0,3.0,0.0,50.0,112.0
MACON,U,65.0,1.0,3.0,0.0,201.0,217.0
MACON,W,1694.0,0.0,56.0,2.0,3824.0,3626.0
MADISON,A,2.0,0.0,0.0,0.0,3.0,9.0
MADISON,B,31.0,0.0,0.0,0.0,4.0,23.0
MADISON,I,1.0,0.0,0.0,0.0,1.0,4.0
MADISON,M,7.0,0.0,0.0,0.0,1.0,7.0
MADISON,O,11.0,0.0,1.0,1.0,10.0,38.0
MADISON,U,118.0,1.0,3.0,0.0,95.0,275.0
MADISON,W,1546.0,4.0,43.0,13.0,1304.0,2137.0
MARTIN,A,6.0,0.0,0.0,0.0,1.0,5.0
MARTIN,B,1898.0,0.0,1.0,0.0,67.0,209.0
MARTIN,I,8.0,0.0,0.0,0.0,4.0,3.0
MARTIN,M,6.0,0.0,0.0,0.0,3.0,7.0
MARTIN,O,29.0,0.0,1.0,0.0,10.0,36.0
MARTIN,U,85.0,0.0,3.0,0.0,63.0,118.0
MARTIN,W,462.0,0.0,9.0,1.0,919.0,1398.0
MCDOWELL,A,8.0,0.0,0.0,0.0,17.0,19.0
MCDOWELL,B,145.0,0.0,0.0,1.0,16.0,79.0
MCDOWELL,I,2.0,0.0,0.0,0.0,5.0,3.0
MCDOWELL,M,19.0,0.0,2.0,0.0,13.0,17.0
MCDOWELL,O,57.0,0.0,1.0,2.0,44.0,78.0
MCDOWELL,P,0.0,0.0,0.0,0.0,0.0,1.0
MCDOWELL,U,57.0,0.0,6.0,0.0,111.0,189.0
MCDOWELL,W,1815.0,4.0,48.0,12.0,4617.0,3163.0
MECKLENBURG,A,2297.0,4.0,43.0,10.0,1374.0,4790.0
MECKLENBURG,B,58797.0,41.0,375.0,136.0,1906.0,19637.0
MECKLENBURG,I,297.0,0.0,4.0,2.0,139.0,304.0
MECKLENBURG,M,853.0,1.0,16.0,0.0,141.0,726.0
MECKLENBURG,O,6042.0,14.0,133.0,50.0,1765.0,6856.0
MECKLENBURG,P,10.0,0.0,0.0,0.0,3.0,9.0
MECKLENBURG,U,7010.0,6.0,182.0,17.0,2669.0,14033.0
MECKLENBURG,W,32594.0,34.0,1312.0,115.0,45695.0,57760.0
MITCHELL,A,0.0,0.0,0.0,0.0,0.0,1.0
MITCHELL,B,1.0,0.0,0.0,0.0,1.0,10.0
MITCHELL,I,0.0,0.0,0.0,0.0,2.0,2.0
MITCHELL,M,2.0,0.0,0.0,0.0,1.0,4.0
MITCHELL,O,2.0,0.0,0.0,0.0,5.0,21.0
MITCHELL,U,53.0,0.0,4.0,0.0,179.0,107.0
MITCHELL,W,208.0,1.0,9.0,4.0,2524.0,1238.0
MONTGOMERY,A,15.0,0.0,0.0,0.0,10.0,35.0
MONTGOMERY,B,893.0,0.0,1.0,0.0,15.0,191.0
MONTGOMERY,I,5.0,0.0,0.0,0.0,8.0,5.0
MONTGOMERY,M,6.0,0.0,1.0,0.0,1.0,9.0
MONTGOMERY,O,61.0,0.0,3.0,2.0,31.0,102.0
MONTGOMERY,U,86.0,0.0,7.0,0.0,109.0,189.0
MONTGOMERY,W,665.0,0.0,19.0,2.0,2015.0,1646.0
MOORE,A,43.0,0.0,1.0,0.0,56.0,106.0
MOORE,B,2195.0,1.0,5.0,1.0,95.0,574.0
MOORE,I,26.0,0.0,0.0,1.0,46.0,68.0
MOORE,M,26.0,0.0,1.0,0.0,10.0,35.0
MOORE,O,183.0,0.0,9.0,0.0,154.0,406.0
MOORE,P,0.0,0.0,0.0,0.0,1.0,0.0
MOORE,U,258.0,1.0,22.0,0.0,514.0,606.0
MOORE,W,2259.0,3.0,137.0,11.0,10684.0,7237.0
NASH,A,49.0,0.0,0.0,0.0,28.0,46.0
NASH,B,6095.0,0.0,11.0,5.0,189.0,1633.0
NASH,I,71.0,0.0,2.0,0.0,16.0,47.0
NASH,M,49.0,0.0,2.0,0.0,10.0,43.0
NASH,O,210.0,1.0,2.0,5.0,86.0,308.0
NASH,P,2.0,0.0,0.0,0.0,0.0,0.0
NASH,U,388.0,0.0,6.0,0.0,226.0,860.0
NASH,W,1804.0,0.0,48.0,16.0,5730.0,4616.0
NEW HANOVER,A,113.0,0.0,6.0,0.0,106.0,255.0
NEW HANOVER,B,4767.0,5.0,26.0,3.0,175.0,1645.0
NEW HANOVER,I,42.0,0.0,1.0,0.0,32.0,57.0
NEW HANOVER,M,101.0,1.0,3.0,1.0,39.0,140.0
NEW HANOVER,O,451.0,1.0,22.0,6.0,221.0,954.0
NEW HANOVER,P,2.0,0.0,0.0,0.0,4.0,1.0
NEW HANOVER,U,1419.0,4.0,60.0,2.0,1117.0,2761.0
NEW HANOVER,W,11579.0,8.0,335.0,26.0,16204.0,17621.0
NORTHAMPTON,B,1270.0,2.0,7.0,1.0,44.0,308.0
NORTHAMPTON,I,12.0,0.0,0.0,0.0,0.0,3.0
NORTHAMPTON,M,3.0,0.0,0.0,0.0,0.0,3.0
NORTHAMPTON,O,10.0,0.0,0.0,0.0,4.0,16.0
NORTHAMPTON,U,62.0,0.0,2.0,0.0,28.0,129.0
NORTHAMPTON,W,533.0,0.0,4.0,0.0,638.0,761.0
ONSLOW,A,76.0,0.0,10.0,0.0,186.0,287.0
ONSLOW,B,4456.0,2.0,43.0,10.0,355.0,2252.0
ONSLOW,I,22.0,0.0,4.0,0.0,36.0,51.0
ONSLOW,M,86.0,0.0,10.0,0.0,66.0,150.0
ONSLOW,O,445.0,3.0,32.0,5.0,651.0,1083.0
ONSLOW,P,3.0,0.0,0.0,0.0,4.0,4.0
ONSLOW,U,624.0,0.0,46.0,1.0,745.0,2192.0
ONSLOW,W,3260.0,7.0,482.0,35.0,14370.0,12002.0
ORANGE,A,684.0,1.0,5.0,1.0,94.0,842.0
ORANGE,B,2936.0,1.0,10.0,1.0,55.0,968.0
ORANGE,I,42.0,0.0,1.0,0.0,12.0,39.0
ORANGE,M,198.0,0.0,3.0,0.0,10.0,139.0
ORANGE,O,688.0,0.0,8.0,1.0,103.0,658.0
ORANGE,P,0.0,0.0,0.0,0.0,0.0,1.0
ORANGE,U,1368.0,0.0,16.0,0.0,335.0,2470.0
ORANGE,W,10784.0,11.0,151.0,12.0,3913.0,9441.0
PAMLICO,A,4.0,0.0,0.0,0.0,5.0,6.0
PAMLICO,B,362.0,0.0,0.0,0.0,14.0,70.0
PAMLICO,I,3.0,0.0,0.0,0.0,2.0,5.0
PAMLICO,M,3.0,0.0,0.0,0.0,1.0,3.0
PAMLICO,O,9.0,0.0,0.0,0.0,9.0,15.0
PAMLICO,U,37.0,0.0,0.0,0.0,83.0,93.0
PAMLICO,W,823.0,1.0,13.0,2.0,1116.0,957.0
PASQUOTANK,A,10.0,0.0,0.0,0.0,11.0,29.0
PASQUOTANK,B,2900.0,0.0,14.0,4.0,84.0,722.0
PASQUOTANK,I,4.0,0.0,0.0,0.0,4.0,6.0
PASQUOTANK,M,21.0,0.0,2.0,0.0,6.0,28.0
PASQUOTANK,O,59.0,0.0,1.0,0.0,42.0,76.0
PASQUOTANK,P,0.0,0.0,0.0,0.0,0.0,1.0
PASQUOTANK,U,148.0,0.0,6.0,0.0,231.0,510.0
PASQUOTANK,W,994.0,1.0,59.0,11.0,2672.0,2297.0
PENDER,A,5.0,0.0,0.0,0.0,21.0,38.0
PENDER,B,1575.0,1.0,4.0,1.0,63.0,320.0
PENDER,I,6.0,0.0,1.0,1.0,20.0,19.0
PENDER,M,18.0,0.0,1.0,0.0,5.0,18.0
PENDER,O,104.0,0.0,3.0,2.0,88.0,190.0
PENDER,P,1.0,0.0,0.0,0.0,0.0,0.0
PENDER,U,238.0,0.0,23.0,1.0,258.0,675.0
PENDER,W,1600.0,3.0,105.0,10.0,6820.0,5362.0
PERQUIMANS,A,3.0,0.0,0.0,0.0,4.0,1.0
PERQUIMANS,B,559.0,0.0,3.0,0.0,21.0,112.0
PERQUIMANS,I,3.0,0.0,0.0,0.0,0.0,1.0
PERQUIMANS,M,1.0,0.0,0.0,0.0,0.0,3.0
PERQUIMANS,O,14.0,0.0,1.0,0.0,16.0,17.0
PERQUIMANS,P,0.0,0.0,0.0,0.0,1.0,0.0
PERQUIMANS,U,33.0,0.0,2.0,0.0,89.0,108.0
PERQUIMANS,W,404.0,2.0,20.0,2.0,1534.0,1024.0
PERSON,A,7.0,0.0,1.0,0.0,7.0,7.0
PERSON,B,1543.0,0.0,1.0,3.0,63.0,396.0
PERSON,I,12.0,0.0,0.0,0.0,17.0,13.0
PERSON,M,6.0,0.0,0.0,0.0,5.0,15.0
PERSON,O,60.0,2.0,1.0,0.0,28.0,97.0
PERSON,P,0.0,0.0,0.0,0.0,0.0,1.0
PERSON,U,151.0,0.0,6.0,1.0,219.0,243.0
PERSON,W,885.0,2.0,39.0,1.0,2259.0,2945.0
PITT,A,89.0,0.0,3.0,0.0,95.0,222.0
PITT,B,10625.0,2.0,57.0,24.0,429.0,2596.0
PITT,I,26.0,0.0,0.0,0.0,21.0,46.0
PITT,M,99.0,0.0,4.0,0.0,24.0,100.0
PITT,O,544.0,0.0,21.0,3.0,218.0,768.0
PITT,P,3.0,0.0,0.0,0.0,0.0,2.0
PITT,U,611.0,0.0,20.0,2.0,379.0,2184.0
PITT,W,4035.0,9.0,179.0,15.0,9074.0,9437.0
POLK,A,1.0,0.0,0.0,0.0,11.0,12.0
POLK,B,93.0,0.0,1.0,1.0,5.0,36.0
POLK,I,1.0,0.0,0.0,0.0,2.0,2.0
POLK,M,5.0,0.0,0.0,0.0,2.0,5.0
POLK,O,32.0,0.0,1.0,0.0,24.0,34.0
POLK,U,52.0,0.0,1.0,0.0,92.0,153.0
POLK,W,752.0,1.0,15.0,1.0,2852.0,1642.0
RANDOLPH,A,62.0,0.0,1.0,0.0,67.0,114.0
RANDOLPH,B,1549.0,0.0,6.0,8.0,106.0,534.0
RANDOLPH,I,18.0,0.0,2.0,0.0,44.0,36.0
RANDOLPH,M,39.0,0.0,1.0,0.0,13.0,28.0
RANDOLPH,O,449.0,1.0,13.0,5.0,277.0,547.0
RANDOLPH,P,1.0,0.0,0.0,0.0,1.0,1.0
RANDOLPH,U,389.0,0.0,17.0,1.0,1016.0,973.0
RANDOLPH,W,2661.0,4.0,157.0,16.0,17372.0,8171.0
RICHMOND,A,14.0,0.0,2.0,0.0,23.0,20.0
RICHMOND,B,1613.0,1.0,13.0,2.0,92.0,470.0
RICHMOND,I,22.0,0.0,0.0,1.0,43.0,70.0
RICHMOND,M,8.0,0.0,0.0,1.0,1.0,3.0
RICHMOND,O,82.0,0.0,5.0,0.0,45.0,150.0
RICHMOND,U,91.0,0.0,3.0,0.0,118.0,260.0
RICHMOND,W,1443.0,1.0,23.0,3.0,2454.0,1869.0
ROBESON,A,38.0,0.0,0.0,0.0,12.0,47.0
ROBESON,B,5242.0,0.0,11.0,12.0,122.0,1466.0
ROBESON,I,3889.0,1.0,16.0,9.0,1733.0,2693.0
ROBESON,M,77.0,0.0,5.0,0.0,24.0,79.0
ROBESON,O,359.0,1.0,9.0,7.0,117.0,498.0
ROBESON,P,1.0,0.0,0.0,0.0,5.0,3.0
ROBESON,U,432.0,0.0,3.0,0.0,281.0,888.0
ROBESON,W,1766.0,0.0,29.0,6.0,2244.0,2374.0
ROCKINGHAM,A,9.0,0.0,1.0,0.0,29.0,25.0
ROCKINGHAM,B,2802.0,0.0,7.0,3.0,117.0,671.0
ROCKINGHAM,I,15.0,0.0,0.0,0.0,14.0,18.0
ROCKINGHAM,M,22.0,0.0,0.0,0.0,5.0,35.0
ROCKINGHAM,O,164.0,3.0,3.0,2.0,84.0,187.0
ROCKINGHAM,U,393.0,1.0,20.0,1.0,912.0,773.0
ROCKINGHAM,W,2599.0,2.0,69.0,9.0,5445.0,6095.0
ROWAN,A,37.0,0.0,1.0,0.0,43.0,86.0
ROWAN,B,3763.0,0.0,20.0,9.0,164.0,1141.0
ROWAN,I,15.0,0.0,0.0,0.0,24.0,24.0
ROWAN,M,46.0,0.0,2.0,0.0,21.0,51.0
ROWAN,O,322.0,1.0,20.0,4.0,186.0,432.0
ROWAN,P,0.0,0.0,0.0,0.0,1.0,2.0
ROWAN,U,463.0,0.0,23.0,3.0,807.0,1137.0
ROWAN,W,2755.0,4.0,166.0,34.0,12095.0,8109.0
RUTHERFORD,A,7.0,0.0,0.0,0.0,12.0,20.0
RUTHERFORD,B,982.0,0.0,5.0,2.0,71.0,297.0
RUTHERFORD,I,5.0,0.0,0.0,0.0,13.0,9.0
RUTHERFORD,M,14.0,0.0,0.0,0.0,10.0,17.0
RUTHERFORD,O,88.0,1.0,2.0,1.0,77.0,159.0
RUTHERFORD,U,140.0,0.0,11.0,1.0,593.0,518.0
RUTHERFORD,W,1731.0,1.0,60.0,7.0,6307.0,4048.0
SAMPSON,A,13.0,0.0,0.0,0.0,12.0,21.0
SAMPSON,B,2685.0,0.0,5.0,4.0,108.0,589.0
SAMPSON,I,51.0,0.0,0.0,2.0,63.0,48.0
SAMPSON,M,15.0,0.0,0.0,0.0,2.0,22.0
SAMPSON,O,280.0,0.0,5.0,6.0,143.0,350.0
SAMPSON,U,277.0,0.0,9.0,0.0,259.0,454.0
SAMPSON,W,756.0,0.0,43.0,9.0,4810.0,1758.0
SCOTLAND,A,9.0,0.0,0.0,0.0,10.0,14.0
SCOTLAND,B,1926.0,1.0,7.0,1.0,87.0,412.0
SCOTLAND,I,162.0,1.0,2.0,0.0,173.0,286.0
SCOTLAND,M,11.0,0.0,0.0,0.0,3.0,14.0
SCOTLAND,O,21.0,0.0,0.0,1.0,25.0,42.0
SCOTLAND,P,0.0,0.0,0.0,0.0,3.0,2.0
SCOTLAND,U,136.0,0.0,4.0,0.0,166.0,331.0
SCOTLAND,W,607.0,3.0,11.0,3.0,1215.0,1468.0
STANLY,A,35.0,0.0,0.0,1.0,34.0,64.0
STANLY,B,1043.0,0.0,8.0,10.0,56.0,439.0
STANLY,I,4.0,0.0,1.0,0.0,9.0,10.0
STANLY,M,10.0,0.0,0.0,0.0,7.0,9.0
STANLY,O,70.0,0.0,2.0,3.0,60.0,98.0
STANLY,P,0.0,0.0,0.0,0.0,0.0,1.0
STANLY,U,193.0,0.0,13.0,1.0,842.0,423.0
STANLY,W,1246.0,4.0,54.0,14.0,5595.0,3682.0
STOKES,A,3.0,0.0,0.0,0.0,9.0,9.0
STOKES,B,362.0,0.0,1.0,0.0,20.0,59.0
STOKES,I,6.0,0.0,0.0,0.0,10.0,4.0
STOKES,M,2.0,0.0,3.0,0.0,4.0,13.0
STOKES,O,27.0,0.0,1.0,0.0,34.0,69.0
STOKES,U,108.0,0.0,12.0,0.0,422.0,361.0
STOKES,W,1154.0,8.0,64.0,6.0,5087.0,2706.0
SURRY,A,10.0,0.0,0.0,0.0,8.0,29.0
SURRY,B,330.0,0.0,3.0,1.0,24.0,137.0
SURRY,I,1.0,0.0,0.0,0.0,10.0,1.0
SURRY,M,10.0,0.0,0.0,0.0,7.0,13.0
SURRY,O,182.0,0.0,3.0,2.0,65.0,303.0
SURRY,P,0.0,0.0,0.0,0.0,1.0,0.0
SURRY,U,208.0,0.0,12.0,0.0,450.0,593.0
SURRY,W,2462.0,5.0,54.0,11.0,6084.0,4585.0
SWAIN,A,4.0,0.0,0.0,0.0,1.0,7.0
SWAIN,B,14.0,0.0,0.0,0.0,0.0,12.0
SWAIN,I,93.0,0.0,3.0,0.0,119.0,171.0
SWAIN,M,3.0,0.0,1.0,0.0,3.0,3.0
SWAIN,O,10.0,0.0,1.0,1.0,7.0,16.0
SWAIN,U,41.0,0.0,2.0,2.0,61.0,69.0
SWAIN,W,525.0,0.0,16.0,0.0,1059.0,1274.0
TRANSYLVANIA,A,5.0,0.0,0.0,0.0,3.0,14.0
TRANSYLVANIA,B,152.0,0.0,0.0,0.0,8.0,85.0
TRANSYLVANIA,I,7.0,0.0,0.0,0.0,8.0,6.0
TRANSYLVANIA,M,14.0,0.0,0.0,0.0,2.0,8.0
TRANSYLVANIA,O,20.0,0.0,0.0,1.0,11.0,78.0
TRANSYLVANIA,U,94.0,0.0,5.0,0.0,148.0,244.0
TRANSYLVANIA,W,1839.0,2.0,43.0,6.0,2459.0,3584.0
TYRRELL,A,1.0,0.0,0.0,0.0,2.0,4.0
TYRRELL,B,182.0,0.0,0.0,1.0,6.0,21.0
TYRRELL,I,1.0,0.0,0.0,0.0,0.0,0.0
TYRRELL,M,1.0,0.0,0.0,0.0,1.0,1.0
TYRRELL,O,1.0,0.0,0.0,0.0,1.0,16.0
TYRRELL,U,28.0,0.0,0.0,0.0,15.0,20.0
TYRRELL,W,122.0,0.0,1.0,0.0,117.0,278.0
UNION,A,331.0,0.0,12.0,4.0,316.0,712.0
UNION,B,4532.0,0.0,13.0,9.0,261.0,1848.0
UNION,I,55.0,0.0,0.0,0.0,45.0,83.0
UNION,M,82.0,0.0,2.0,0.0,46.0,127.0
UNION,O,926.0,1.0,12.0,8.0,510.0,1332.0
UNION,P,1.0,0.0,0.0,0.0,2.0,0.0
UNION,U,1580.0,6.0,52.0,6.0,2195.0,2808.0
UNION,W,5781.0,6.0,290.0,31.0,21906.0,15035.0
VANCE,A,10.0,0.0,0.0,0.0,6.0,10.0
VANCE,B,3905.0,0.0,13.0,4.0,118.0,666.0
VANCE,I,11.0,0.0,0.0,0.0,3.0,5.0
VANCE,M,24.0,0.0,2.0,0.0,2.0,10.0
VANCE,O,87.0,1.0,2.0,1.0,30.0,110.0
VANCE,P,1.0,0.0,0.0,0.0,0.0,0.0
VANCE,U,238.0,0.0,1.0,1.0,143.0,320.0
VANCE,W,1118.0,2.0,26.0,3.0,1279.0,1266.0
WAKE,A,3392.0,3.0,32.0,21.0,1474.0,6770.0
WAKE,B,34654.0,12.0,180.0,72.0,1186.0,13666.0
WAKE,I,264.0,0.0,5.0,0.0,112.0,352.0
WAKE,M,799.0,2.0,20.0,0.0,186.0,886.0
WAKE,O,4931.0,11.0,97.0,41.0,1808.0,6606.0
WAKE,P,8.0,0.0,0.0,0.0,5.0,7.0
WAKE,U,8456.0,15.0,286.0,20.0,3904.0,16333.0
WAKE,W,41703.0,45.0,1673.0,150.0,51043.0,79728.0
WARREN,A,3.0,0.0,0.0,0.0,3.0,4.0
WARREN,B,1406.0,1.0,1.0,0.0,30.0,197.0
WARREN,I,278.0,0.0,1.0,0.0,8.0,36.0
WARREN,M,10.0,0.0,0.0,0.0,2.0,6.0
WARREN,O,33.0,0.0,0.0,0.0,8.0,27.0
WARREN,P,1.0,0.0,0.0,0.0,0.0,0.0
WARREN,U,106.0,0.0,1.0,0.0,42.0,103.0
WARREN,W,430.0,0.0,11.0,4.0,602.0,879.0
WASHINGTON,A,1.0,0.0,0.0,0.0,0.0,1.0
WASHINGTON,B,899.0,0.0,0.0,0.0,22.0,126.0
WASHINGTON,I,4.0,0.0,0.0,0.0,0.0,0.0
WASHINGTON,M,2.0,0.0,0.0,0.0,0.0,3.0
WASHINGTON,O,13.0,0.0,0.0,0.0,5.0,9.0
WASHINGTON,U,38.0,0.0,1.0,0.0,16.0,96.0
WASHINGTON,W,522.0,0.0,7.0,0.0,323.0,339.0
WATAUGA,A,30.0,0.0,0.0,0.0,28.0,72.0
WATAUGA,B,127.0,0.0,1.0,0.0,7.0,168.0
WATAUGA,I,6.0,0.0,0.0,0.0,3.0,13.0
WATAUGA,M,64.0,0.0,0.0,0.0,12.0,45.0
WATAUGA,O,78.0,0.0,4.0,0.0,36.0,148.0
WATAUGA,P,1.0,0.0,0.0,0.0,0.0,5.0
WATAUGA,U,230.0,2.0,12.0,0.0,165.0,524.0
WATAUGA,W,4010.0,13.0,169.0,4.0,3850.0,5434.0
WAYNE,A,54.0,0.0,3.0,0.0,57.0,58.0
WAYNE,B,5338.0,1.0,26.0,12.0,207.0,1513.0
WAYNE,I,17.0,0.0,0.0,0.0,14.0,17.0
WAYNE,M,36.0,0.0,1.0,0.0,11.0,70.0
WAYNE,O,330.0,1.0,16.0,10.0,233.0,719.0
WAYNE,U,386.0,0.0,11.0,0.0,598.0,874.0
WAYNE,W,2036.0,1.0,85.0,26.0,8020.0,4026.0
WILKES,A,7.0,0.0,0.0,0.0,7.0,19.0
WILKES,B,341.0,0.0,4.0,1.0,46.0,98.0
WILKES,I,1.0,0.0,0.0,0.0,5.0,10.0
WILKES,M,10.0,0.0,0.0,0.0,9.0,19.0
WILKES,O,79.0,0.0,5.0,1.0,58.0,151.0
WILKES,U,139.0,0.0,11.0,0.0,575.0,275.0
WILKES,W,1841.0,1.0,58.0,9.0,6614.0,3653.0
WILSON,A,28.0,0.0,0.0,0.0,28.0,38.0
WILSON,B,5892.0,1.0,17.0,6.0,132.0,1150.0
WILSON,I,11.0,0.0,0.0,0.0,6.0,17.0
WILSON,M,22.0,0.0,1.0,0.0,6.0,21.0
WILSON,O,238.0,1.0,7.0,7.0,93.0,296.0
WILSON,U,322.0,0.0,9.0,0.0,176.0,717.0
WILSON,W,1625.0,2.0,49.0,11.0,3943.0,3534.0
YADKIN,A,6.0,0.0,0.0,0.0,2.0,14.0
YADKIN,B,103.0,0.0,1.0,0.0,6.0,79.0
YADKIN,I,1.0,0.0,0.0,0.0,3.0,3.0
YADKIN,M,2.0,0.0,0.0,0.0,6.0,5.0
YADKIN,O,103.0,0.0,0.0,2.0,49.0,113.0
YADKIN,U,105.0,0.0,13.0,1.0,164.0,226.0
YADKIN,W,661.0,1.0,46.0,1.0,3949.0,2616.0
YANCEY,A,3.0,0.0,0.0,0.0,3.0,4.0
YANCEY,B,6.0,0.0,0.0,1.0,2.0,10.0
YANCEY,I,2.0,0.0,0.0,0.0,4.0,3.0
YANCEY,M,4.0,0.0,2.0,0.0,0.0,4.0
YANCEY,O,12.0,0.0,3.0,0.0,7.0,41.0
YANCEY,P,0.0,0.0,0.0,0.0,0.0,1.0
YANCEY,U,73.0,0.0,4.0,2.0,115.0,165.0
YANCEY,W,1485.0,0.0,15.0,5.0,2005.0,1283.0
